node,address,is_infra,chain_id,year,month,in_degree,out_degree,in_transfer_count,out_transfer_count,total_input_amount,total_output_amount,balance_proxy,self_loop_count,two_node_loop_count,two_node_loop_amount,two_node_loop_tx_count,triangle_loop_count,triangle_loop_amount,triangle_loop_tx_count,egonet_node_count,egonet_edge_count,egonet_density,H1_flag,H1_description,H2_flag,H2_description,H3_flag,H3_description,H4_flag,H4_description,H5_flag,H5_description,H6_flag,H6_description,mahalanobis_distance,iforest_score,rule_score_raw,rule_score_100,mahalanobis_distance_stats_score_100,iforest_stats_score_100,final_score_0_100,final_score_top_percent,final_score_top_percent_display
147,0xc8557c93305f58ce6733c0f9fbd3413c8ebe4dc6,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,5.1e+16,-51000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.376205639922059,-0.02535276779767498,0.0,0.0,14.83871,14.193548,9.677419,90.0,90.00%
148,0xca0ab9d58e34fadc6f713ac234d632f2d054532f,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,3.383378574895316e+18,-3383378574895315925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.7561079241255841,-0.008784933201915368,0.0,0.0,77.09677,74.51613,50.537632,25.16,25.16%
149,0xcac0f1a06d3f02397cfb6d7077321d73b504916e,0,1,2023,1,1.0,1.0,1.0,1.0,1e+16,3.647103182399329e+18,-3637103182399328839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.3333333333333333,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.716137545959857,0.05631013094819881,0.0,0.0,95.80645,95.16129,63.655914,6.13,6.13%
150,0xcdaa0a87f5e6128a5089e56a35381988fe82cc50,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,2.5e+17,-250000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.3523836406706111,-0.024998233970330075,0.0,0.0,13.225806,19.67742,10.967742,88.39,88.39%
151,0xcdaa5751234c1945e8979e2ac64f2b4270f61af4,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,5.093107523766409e+17,-509310752376640866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.406820601805981,-0.018618332941435556,0.0,0.0,20.32258,56.451614,25.591398,61.29,61.29%
152,0x40527d5ef1f196698717283995a813b4896d5245,0,1,2023,1,1.0,0.0,1.0,0.0,5.093107523766409e+17,0.0,509310752376640866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.6373475203639458,-0.013603455029179756,0.0,0.0,70.0,66.451614,45.48387,29.03,29.03%
153,0xcfdc6908dbada6c5beafb6035926dcb0b6f5c602,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,2.2e+16,-22000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.4134615339612033,-0.02387605928210862,0.0,0.0,22.258064,26.774193,16.344086,78.06,78.06%
154,0xd2a97db15f6dd9f96172e5d363a786aa1c8cff04,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,2.135305e+16,-21353050000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.5594196837192766,-0.023335630553762143,0.0,0.0,57.741936,33.870968,30.537634,51.61,51.61%
155,0xd58fb2f5ef1bab92c44f44123026b5c06f698779,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,100000000000000.0,-100000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.075403983260456,0.015455865695373383,0.0,0.0,89.67742,90.96774,60.215057,9.35,9.35%
156,0xd5fbda4c79f38920159fe5f22df9655fde292d47,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,4.767126865900885e+18,-4767126865900885400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.8888414518365555,0.0012465156022209989,0.0,0.0,84.83871,84.83871,56.55914,15.16,15.16%
157,0x160c7ca8faeed71c1eb21d2c73cb6366c385d216,0,1,2023,1,1.0,0.0,1.0,0.0,4.767126865900885e+18,0.0,4767126865900885400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.1452059945511097,0.005302942271462885,0.0,0.0,92.58064,85.48387,59.35484,10.97,10.97%
158,0xd63f51122663aba57079af86a67f70c0ee8cc401,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,1e+17,-100000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.4570948146554907,-0.026333514654612922,0.0,0.0,34.51613,4.193548,12.903226,84.52,84.52%
159,0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,4.671299396786361e+16,-46712993967863606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.5212503659613896,-0.027302511369894478,0.0,0.0,48.064518,0.32258064,16.129034,79.35,79.35%
160,0x388c818ca8b9251b393131c08a736a67ccb19297,0,1,2023,1,1.0,0.0,1.0,0.0,4.671299396786361e+16,0.0,46712993967863606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.4162236123264942,-0.02385942156510157,0.0,0.0,24.193548,28.387096,17.52688,74.84,74.84%
161,0xdb5500dacf6ae6515819fe2379a0b3d42269019c,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,1.354100398406806e+18,-1354100398406806000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.634869518808294,-0.016843366437793827,0.0,0.0,69.354836,59.677418,43.010754,32.9,32.90%
162,0xdc0548af1b43ede7c431ce23d828970c67e91c64,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,2.2e+16,-22000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.4134615339612033,-0.02387605928210862,0.0,0.0,22.258064,26.774193,16.344086,78.06,78.06%
163,0xdd22de874fdf682e4b7975ded8b3cc3d585ff29e,0,1,2023,1,0.0,2.0,0.0,2.0,0.0,6e+16,-60000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.8988637527956924,0.06793037550757419,0.0,0.0,94.51613,97.09677,63.870968,4.52,4.52%
164,0x44a6999ec971cfca458aff25a808f272f6d492a2,0,1,2023,1,1.0,0.0,1.0,0.0,1.1582842915360276e+18,0.0,1158284291536027600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.7595012316185374,-0.005601784211306304,0.0,0.0,77.741936,79.67742,52.473118,20.65,20.65%
165,0xf9b30557afcf76ea82c04015d80057fa2147dfa9,0,1,2023,1,1.0,0.0,1.0,0.0,6.614239807993476e+16,0.0,66142398079934758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.2651352163810983,-0.025197262763162254,0.0,0.0,4.83871,17.096775,7.3118286,94.84,94.84%
166,0x382ffce2287252f930e1c8dc9328dac5bf282ba1,0,1,2023,1,1.0,0.0,1.0,0.0,668105031110452.0,0.0,668105031110452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.700048216535794,-0.004441464260986627,0.0,0.0,74.51613,80.32258,51.612904,23.23,23.23%
167,0xe7ef24aa6dea79767eac7608662ddd8f19b93066,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,5e+16,-50000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.4979790410723204,-0.025206212585430432,0.0,0.0,41.29032,15.806452,19.032257,72.58,72.58%
168,0xeb5442e53ea30028adcfda5d8a76ac3457591e68,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,4.2e+16,-42000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.5179112238114316,-0.02673990702843715,0.0,0.0,45.48387,2.903226,16.129032,80.0,80.00%
169,0xe45da8d6ac8b7f4bef70c94155302448500cb3b5,0,1,2023,1,1.0,0.0,1.0,0.0,4.2e+16,0.0,42000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.4971524353035524,-0.023467773015351523,0.0,0.0,40.322582,32.903225,24.408602,63.23,63.23%
170,0xec12a04d45b67a7c359d2b2442c8804c86d58d77,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,3.34201371214236e+16,-33420137121423596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.555453654135638,-0.026136657873312874,0.0,0.0,56.451614,7.096774,21.182796,70.32,70.32%
171,0xe16bb2981ae125f1a89a4781509eda817594bad4,0,1,2023,1,1.0,0.0,1.0,0.0,3.34201371214236e+16,0.0,33420137121423596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.5269882520177724,-0.02158878669913855,0.0,0.0,50.0,46.129032,32.04301,48.06,48.06%
172,0xf8b209322e6b01f3fd87d4131d0c96a599287b8e,0,1,2023,1,1.0,0.0,1.0,0.0,3.601936e+16,0.0,36019360000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.5140467668740267,-0.022487886775043098,0.0,0.0,44.19355,38.387096,27.52688,56.77,56.77%
173,0xfceb2ec2aa6171ea90bec953fcd12a2c774c819d,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,3.503113792435656e+18,-3503113792435656483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.6604147049642977,-0.008810403095864339,0.0,0.0,72.58064,73.870964,48.8172,25.81,25.81%
174,0xfe042ae8548ec8a7aee1b24111f63987512d66ab,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,1.08457528808811e+17,-108457528808811000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.2438737553019394,-0.026029018624472378,0.0,0.0,2.2580645,9.354838,3.8709676,99.35,99.35%
175,0xfe7c4bf0cd9cc080d38933c2680d08a939b4be2d,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,3.308738e+16,-33087380000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.5555280561468292,-0.026136657873312874,0.0,0.0,57.096775,7.096774,21.39785,69.68,69.68%
