node,address,is_infra,chain_id,year,month,in_degree,out_degree,in_transfer_count,out_transfer_count,total_input_amount,total_output_amount,balance_proxy,self_loop_count,two_node_loop_count,two_node_loop_amount,two_node_loop_tx_count,triangle_loop_count,triangle_loop_amount,triangle_loop_tx_count,egonet_node_count,egonet_edge_count,egonet_density
66,0x3cd751e6b0078be393132286c442345e5dc49699,1,1,2023,1,,,,,,,,,,,,,,,,,
67,0x57afad8d54dec8d995c9e48a3c1b5f6393d1125e,0,1,2023,1,1.0,0.0,1.0,0.0,1.5e+18,0,1500000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,0x4249940c339bc3a1ac5e886697b030deb2f9ec6c,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,159589816804931591,-159589816804931591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,0x44e94034afce2dd3cd5eb62528f239686fc8f162,1,1,2023,1,,,,,,,,,,,,,,,,,
70,0x3ed9707718a0a41464c905aed5fbc5a067236c0e,0,1,2023,1,1.0,0.0,1.0,0.0,1e+17,0,100000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,0x456a713a786aab801a762ffcf87f12044fa00b76,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,250247673946588470,-250247673946588470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,0x4ba86ca2797691d1af5af268c92f63c1df5bf366,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,49655032251413000,-49655032251413000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73,0xcbd6832ebc203e49e2b771897067fce3c58575ac,1,1,2023,1,,,,,,,,,,,,,,,,,
74,0x4e32b054c412ebe4b5de70857d260dbb17405aba,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,125838712964573386,-125838712964573386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75,0x4e5fbf34d37d2caaa5bde1b2cde181190d55b4d4,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,835234870239382346,-835234870239382346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,0x4e80744fa23cec76e1621ce0dfaceb4b1d532e12,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,41469657786595001,-41469657786595001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
77,0x6e77603361df25a08558ba9fa6b7b3102c9a2824,0,1,2023,1,1.0,0.0,1.0,0.0,4.1469657786595e+16,0,41469657786595001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
78,0x4fb32fce97bf9e16b525b379802fb171fb869526,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,51000000000000000,-51000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,0x50be13b54f3eebbe415d20250598d81280e56772,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,314345650000000000,-314345650000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
80,0xf2bbc1db6666cfedfad239930505f47f5029171b,0,1,2023,1,1.0,0.0,1.0,0.0,3.1434565e+17,0,314345650000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
81,0x520d4e8a9dc6001e6e25c501c372c9ef1d517083,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,35340000000000000,-35340000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,0x59728544b08ab483533076417fbbb2fd0b17ce3a,0,1,2023,1,2.0,1.0,2.0,2.0,1.2765119948017398e+18,1276511994801739860,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.3333333333333333
83,0x5b407fb13c790d663ad80995eefc9b106dfa968a,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,1289834206783787266,-1289834206783787266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
84,0x62b8d788634d2783615e031e9936adf7da1af0ba,0,1,2023,1,1.0,0.0,1.0,0.0,1.2898342067837873e+18,0,1289834206783787266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
85,0x603ffd27c2914cf22851eda2c2e5bea13338027a,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,163097363743905970,-163097363743905970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86,0x6220ce7e7203267c8b7d4deaf679627561d05b46,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,92285291186842000,-92285291186842000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,0x62455826ae32118be50b59948dc63519d50f1262,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,178716727610308340,-178716727610308340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88,0x6522cb212d39b85770a99e1870982f25403a2940,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,1276411994801739860,-1276411994801739860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
89,0x6596da8b65995d5feacff8c2936f0b7a2051b0d0,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,702588341022509,-702588341022509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
90,0xa4965efe52398c34cdbe2cb4d732204e30ebd851,0,1,2023,1,1.0,0.0,1.0,0.0,702588341022509.0,0,702588341022509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
91,0x67bd29ebf8219fd5fea92334ef89fc47969f81f5,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,4200000000000000,-4200000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,0x6deed5cf156b13beb9197215270615a3d0bc55ee,0,1,2023,1,3.0,1.0,3.0,3.0,6.6e+16,66000000000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.2
93,0x306821d2f66e1aa61eb2a2d904da6489b8491713,0,1,2023,1,1.0,0.0,3.0,0.0,6.6e+16,0,66000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
94,0x6e35c0d2151b04be3f7fad53f28ee099b864795e,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,2088791000000000000,-2088791000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
95,0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0,1,2023,1,2.0,1.0,2.0,1.0,4.113973e+18,36019360000000000,4077953640000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.25
96,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,1,1,2023,1,,,,,,,,,,,,,,,,,
97,0x03425d06e61315c05a7e431c9bcc9a9324669d5c,0,1,2023,1,1.0,0.0,1.0,0.0,1.4956e+17,0,149560000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,0x7776607e2e0bd61052e60d59f1fdd11dfbec27e8,0,1,2023,1,1.0,6.0,1.0,6.0,3.647103182399329e+18,3647103182399328839,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.125
99,0x6acbd3a4a924b23e295181e4a6f6677a9befeda0,0,1,2023,1,1.0,0.0,1.0,0.0,1.0941309547197987e+17,0,109413095471979865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
100,0x8642dcd76a7c50d751ad062dd7643a595e941a40,0,1,2023,1,1.0,0.0,1.0,0.0,7.294206364798658e+16,0,72942063647986576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
101,0x8c750597ed29ef16a1bf41025aecef527e479175,0,1,2023,1,1.0,0.0,1.0,0.0,1.8235515911996643e+17,0,182355159119966442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
102,0xc1f7ff0a9ef8be062c97e6875cac5fe46189312c,0,1,2023,1,1.0,0.0,1.0,0.0,1.6047254002557046e+18,0,1604725400255704690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
103,0xea90f5459cf60a0eb958a4658c27170ab47b18d4,0,1,2023,1,1.0,0.0,1.0,0.0,7.294206364798658e+16,0,72942063647986576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
104,0xf66c754417e0488c313c3cfadc5806dbf8d12fd8,0,1,2023,1,1.0,0.0,1.0,0.0,1.6047254002557046e+18,0,1604725400255704690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
105,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,1,2023,1,,,,,,,,,,,,,,,,,
106,0xdcdf0feeede933ceafc6131b663f1ee210ac61ae,0,1,2023,1,1.0,0.0,1.0,0.0,8.623726514216645e+16,0,86237265142166452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,0x875d302cde9ab9e8f6f16ae4373f1cf073db0994,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,930127283999076730,-930127283999076730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,0x8fe6ab3382c1c4acf14629ed77223c0e1d843dda,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,18342430000000000,-18342430000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
109,0xcd0619bfc163d07aa36e1b7ebb0e091883d1c072,0,1,2023,1,1.0,0.0,1.0,0.0,1.834243e+16,0,18342430000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
110,0x90e34f5df30f0510d32bb5e35816a2204e241feb,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,34900000000000000000,-34900000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,1,1,2023,1,,,,,,,,,,,,,,,,,
112,0xb89bd5c942914289fdf4356e1be25f9a8824343f,0,1,2023,1,1.0,0.0,1.0,0.0,2e+16,0,20000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,1,1,2023,1,,,,,,,,,,,,,,,,,
114,0xe35bbafa0266089f95d745d348b468622805d82b,0,1,2023,1,1.0,0.0,1.0,0.0,1.0517820142136512e+18,0,1051782014213651162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,0x9ae88cf1933fa4e889cfbfb88420ea285231db00,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,22000000000000000,-22000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
116,0x9c08a103cbe88720ebbcb72ab9c8232e654749c1,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,94841002058184040,-94841002058184040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
117,0x62b66264d876612b9e5a955b0d812eb37b52d950,0,1,2023,1,1.0,0.0,1.0,0.0,9.484100205818403e+16,0,94841002058184040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
118,0x9cc3a24caf43b9071ec3e93a0e655b562108e5b5,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,275164190423382000,-275164190423382000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,0xa233acbcf05573bf159944773c6415fa63974c4e,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,6244756352608191230,-6244756352608191230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,0xa2733910e1faddd5f4d2ce2509663cf8662149c4,0,1,2023,1,0.0,1.0,0.0,1.0,0.0,76010504209076502,-76010504209076502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
121,0x277f653b2b5d9212b584cce245be75aa3c8fa46b,0,1,2023,1,1.0,0.0,1.0,0.0,7.60105042090765e+16,0,76010504209076502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
122,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0,1,2023,1,0.0,1.0,0.0,2.0,0.0,4648337164630072,-4648337164630072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,0x157526c30fe06abaacca9880b0ca9d229df68d09,0,1,2023,1,1.0,0.0,1.0,0.0,2.460918e+16,0,24609180000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,0x16714eb1715ff0c8cca3695641a7fea11f628b74,0,1,2023,1,1.0,0.0,1.0,0.0,6.336867e+16,0,63368670000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,0x8d0625b94a53f49c7f38ffbde217946c8b2c0c39,0,1,2023,1,1.0,0.0,1.0,0.0,1003510000000000.0,0,1003510000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,0x9d92c601535276665c850f05add536ce1c99dc43,0,1,2023,1,1.0,0.0,1.0,0.0,9.523495e+16,0,95234950000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
127,0xa5d011c1144cd8025772e546bbab32c36c5aa026,0,1,2023,1,1.0,0.0,1.0,0.0,1.080896e+16,0,10808960000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
